Gene	Length(codons)	Average reads (per codon)	Sum of reads
YAL007C	216	48.9814814815	10580
YAL008W	199	14.6834170854	2922
YAL009W	260	3.03846153846	790
YAL010C	494	2.13765182186	1056
YAL011W	626	2.03833865815	1276
YAL012W	395	326.853164557	129107
YAL013W	406	7.44827586207	3024
YAL014C	256	7.32421875	1875
YAL015C	400	2.5775	1031
YAL016W	636	35.891509434	22827
YAL017W	1357	2.60869565217	3540
YAL019W	1132	8.93109540636	10110
YAL020C	334	3.45508982036	1154
YAL022C	518	8.88030888031	4600
YAL023C	760	34.4618421053	26191
YAL025C	307	35.006514658	10747
YAL027W	262	2.91221374046	763
YAL029C	1472	2.74864130435	4046
YAL031C	761	1.80157687254	1371
YAL032C	380	4.09210526316	1555
YAL033W	174	14.9482758621	2601
YAL034W-A	290	3.14827586207	913
YAL036C	370	47.7081081081	17652
YAL038W	501	3894.94411178	1951367
YAL039C	270	9.56666666667	2583
YAL040C	581	2.46815834768	1434
YAL041W	855	5.81988304094	4976
YAL042W	416	33.4399038462	13911
YAL043C	786	7.64249363868	6007
YAL044C	171	137.596491228	23529
YAL044W-A	111	27.8288288288	3089
YAL046C	119	19.5882352941	2331
YAL047C	623	2.31460674157	1442
YAL048C	663	1.90497737557	1263
YAL049C	247	23.5587044534	5819
YAL051W	1048	3.10687022901	3256
YAL053W	784	8.7806122449	6884
YAL055W	181	4.39226519337	795
YAL056W	881	1.3087400681	1153
YAL058W	503	3.60238568588	1812
YAL059W	213	20.5680751174	4381
YAL060W	383	28.2506527415	10820
YAL061W	418	1.44497607656	604
YAR002C-A	220	67.3363636364	14814
YAR002W	540	17.8314814815	9629
YAR003W	427	3.48711943794	1489
YAR007C	622	21.0160771704	13072
YAR008W	276	4.9384057971	1363
YAR014C	710	7.59154929577	5390
YAR015W	307	51.2508143322	15734
YAR018C	436	3.86009174312	1683
YAR042W	1189	3.456686291	4110
YBL001C	105	78.2380952381	8215
YBL004W	2494	7.75541299118	19342
YBL005W	977	1.4022517912	1370
YBL006C	181	20.9723756906	3796
YBL008W	841	2.37455410226	1997
YBL009W	677	5.85967503693	3967
YBL010C	281	5.13523131673	1443
YBL013W	402	1.2039800995	484
YBL014C	895	1.01340782123	907
YBL015W	527	6.12333965844	3227
YBL016W	354	8.68644067797	3075
YBL019W	521	1.06525911708	555
YBL020W	575	4.45739130435	2563
YBL021C	145	10.2413793103	1485
YBL022C	1134	17.594356261	19952
YBL023C	869	7.13924050633	6204
YBL024W	685	40.1927007299	27532
YBL025W	146	8.38356164384	1224
YBL028C	107	77.0280373832	8242
YBL029C-A	95	7.71578947368	733
YBL030C	319	151.711598746	48396
YBL031W	339	2.94100294985	997
YBL032W	382	42.5837696335	16267
YBL033C	346	11.9537572254	4136
YBL034C	1514	2.33949801849	3542
YBL035C	706	6.96458923513	4917
YBL036C	258	35.9108527132	9265
YBL037W	1026	3.19980506823	3283
YBL038W	233	13.2188841202	3080
YBL039W-B	60	1.53333333333	92
YBL041W	242	89.5537190083	21672
YBL042C	640	12.5296875	8019
YBL045C	458	25.3187772926	11596
YBL046W	442	5.51809954751	2439
YBL047C	1382	27.6186685962	38169
YBL051C	669	17.9985052317	12041
YBL054W	526	8.56653992395	4506
YBL055C	419	6.70405727924	2809
YBL056W	469	23.8443496802	11183
YBL057C	209	16.8038277512	3512
YBL058W	424	46.8702830189	19873
YBL060W	688	1.76598837209	1215
YBL061C	697	7.76757532281	5414
YBL063W	1112	1.45773381295	1621
YBL064C	262	16.2251908397	4251
YBL067C	748	3.79946524064	2842
YBL068W	327	24.5382262997	8024
YBL071W-A	83	49.7951807229	4133
YBL074C	356	2.95224719101	1051
YBL076C	1073	92.8704566636	99650
YBL078C	118	9.98305084746	1178
YBL079W	1503	5.02062541583	7546
YBL080C	542	1.07749077491	584
YBL085W	981	5.14271151886	5045
YBL086C	467	3.40685224839	1591
YBL089W	460	2.63043478261	1210
YBL090W	178	14.1460674157	2518
YBL091C	422	43.9383886256	18542
YBL092W	131	2417.20610687	316654
YBL093C	221	19.7873303167	4373
YBL095W	271	1.9557195572	530
YBL097W	755	2.15231788079	1625
YBL098W	461	6.05206073753	2790
YBL099W	546	104.423076923	57015
YBL101C	1118	2.68515205725	3002
YBL102W	216	20.1712962963	4357
YBL103C	487	5.03696098563	2453
YBL104C	1039	2.06833493744	2149
YBL105C	1152	4.10677083333	4731
YBL106C	1011	1.1434223541	1156
YBL107C	197	7.40101522843	1458
YBR002C	287	8.13588850174	2335
YBR003W	474	4.57594936709	2169
YBR004C	434	3.866359447	1678
YBR005W	214	3.91121495327	837
YBR006W	498	2.77510040161	1382
YBR007C	737	2.34464043419	1728
YBR011C	288	685.28125	197361
YBR012C	140	3.32857142857	466
YBR013C	130	4.21538461538	548
YBR014C	204	20.3676470588	4155
YBR015C	598	18.1454849498	10851
YBR021W	634	2.08044164038	1319
YBR022W	178	8.55617977528	1523
YBR023C	1166	5.30445969125	6185
YBR024W	302	3.72516556291	1125
YBR025C	395	288.681012658	114029
YBR026C	381	18.8530183727	7183
YBR028C	526	4.55703422053	2397
YBR029C	458	13.7336244541	6290
YBR030W	553	3.10488245931	1717
YBR034C	349	35.1948424069	12283
YBR035C	229	54.0917030568	12387
YBR036C	411	21.3381995134	8770
YBR037C	296	5.70945945946	1690
YBR038W	964	10.0165975104	9656
YBR039W	312	57.2019230769	17847
YBR041W	670	6.49850746269	4354
YBR042C	398	6.90703517588	2749
YBR044C	573	1.61780104712	927
YBR046C	335	14.6895522388	4921
YBR047W	176	4.17045454545	734
YBR049C	811	17.2848335388	14018
YBR052C	211	36.4691943128	7695
YBR053C	359	13.6768802228	4910
YBR055C	900	2.77888888889	2501
YBR056W	502	9.84661354582	4943
YBR056W-A	67	3.29850746269	221
YBR057C	367	7.53678474114	2766
YBR058C	782	10.1636828645	7948
YBR058C-A	81	67.2839506173	5450
YBR059C	1109	6.26330027051	6946
YBR060C	621	4.94524959742	3071
YBR061C	311	19.192926045	5969
YBR065C	365	4.65753424658	1700
YBR066C	221	11.4117647059	2522
YBR067C	211	216.109004739	45599
YBR068C	610	29.1098360656	17757
YBR069C	620	26.7709677419	16598
YBR070C	238	5.54201680672	1319
YBR071W	212	17.1839622642	3643
YBR072W	215	9.03255813953	1942
YBR073W	959	7.10531803962	6814
YBR074W	977	6.25179119754	6108
YBR077C	163	18.8711656442	3076
YBR079C	965	49.7274611399	47987
YBR080C	759	25.1936758893	19122
YBR081C	1333	3.14778694674	4196
YBR083W	487	9.07392197125	4419
YBR084W	976	25.1280737705	24525
YBR085C-A	86	59.3720930233	5106
YBR086C	947	12.5058078141	11843
YBR087W	355	14.3774647887	5104
YBR088C	259	60.5250965251	15676
YBR091C	110	16.6	1826
YBR094W	754	6.42440318302	4844
YBR095C	431	5.83990719258	2517
YBR096W	231	27.4891774892	6350
YBR098W	692	1.16473988439	806
YBR101C	291	43.1958762887	12570
YBR102C	754	5.39787798408	4070
YBR103W	536	4.18470149254	2243
YBR104W	330	13.1606060606	4343
YBR105C	363	4.14325068871	1504
YBR106W	189	300.095238095	56718
YBR107C	246	1.30894308943	322
YBR109C	148	238.466216216	35293
YBR110W	450	6.66666666667	3000
YBR111C	232	49.1767241379	11409
YBR114W	791	1.41719342604	1121
YBR115C	1393	20.2964824121	28273
YBR120C	163	8.60736196319	1403
YBR122C	178	18.2696629213	3252
YBR123C	650	4.60307692308	2992
YBR125C	394	6.35025380711	2502
YBR126C	496	42.4879032258	21074
YBR127C	518	208.332046332	107916
YBR129C	329	5.10334346505	1679
YBR130C	426	11.3286384977	4826
YBR131W	705	1.46524822695	1033
YBR132C	597	2.35510887772	1406
YBR133C	828	3.63647342995	3011
YBR137W	180	21.2611111111	3827
YBR138C	525	2.69714285714	1416
YBR139W	509	10.9842829077	5591
YBR140C	3093	1.28289686389	3968
YBR141C	338	4.81952662722	1629
YBR141W-A	32	1.5625	50
YBR142W	774	13.0503875969	10101
YBR143C	438	112.020547945	49065
YBR146W	279	13.0322580645	3636
YBR149W	345	45.9623188406	15857
YBR151W	317	13.5678233438	4301
YBR153W	245	3.24489795918	795
YBR154C	216	90.0	19440
YBR155W	386	20.4222797927	7883
YBR156C	699	2.14592274678	1500
YBR157C	256	4.88671875	1251
YBR158W	550	13.2309090909	7277
YBR159W	348	35.0172413793	12186
YBR160W	299	19.3913043478	5798
YBR161W	377	3.56763925729	1345
YBR162C	456	113.302631579	51666
YBR162W-A	66	109.621212121	7235
YBR164C	184	48.2119565217	8871
YBR165W	278	5.88489208633	1636
YBR166C	453	11.5143487859	5216
YBR167C	141	8.60992907801	1214
YBR168W	414	1.14251207729	473
YBR170C	581	11.5748709122	6725
YBR171W	207	30.4927536232	6312
YBR172C	741	9.52631578947	7059
YBR173C	149	73.2617449664	10916
YBR175W	316	4.75632911392	1503
YBR176W	313	8.78594249201	2750
YBR177C	452	16.2389380531	7340
YBR179C	856	3.41355140187	2922
YBR183W	317	1.34069400631	425
YBR185C	279	6.57347670251	1834
YBR187W	281	32.5836298932	9156
YBR188C	141	11.5744680851	1632
YBR191W-A	25	4.24	106
YBR192W	378	6.13756613757	2320
YBR193C	224	9.36160714286	2097
YBR194W	124	5.60483870968	695
YBR195C	423	4.96926713948	2102
YBR196C	555	757.358558559	420334
YBR197C	218	6.14220183486	1339
YBR198C	799	10.2603254068	8198
YBR199W	465	14.6817204301	6827
YBR200W	552	6.61231884058	3650
YBR201C-A	68	2.27941176471	155
YBR201W	212	4.59905660377	975
YBR204C	376	3.70744680851	1394
YBR207W	466	8.58369098712	4000
YBR210W	143	10.3986013986	1487
YBR211C	325	4.90461538462	1594
YBR213W	275	4.58181818182	1260
YBR214W	528	5.54924242424	2930
YBR216C	675	4.85481481481	3277
YBR217W	187	2.23529411765	418
YBR221C	367	119.536784741	43870
YBR222C	544	20.4044117647	11100
YBR223C	545	0.998165137615	544
YBR227C	521	6.2802303263	3272
YBR228W	305	1.75081967213	534
YBR229C	955	6.87434554974	6565
YBR230W-A	67	12.552238806	841
YBR231C	304	4.99013157895	1517
YBR233W	414	6.56763285024	2719
YBR233W-A	95	14.5263157895	1380
YBR234C	385	44.4415584416	17110
YBR235W	1121	1.50936663693	1692
YBR236C	437	9.71395881007	4245
YBR237W	850	1.32823529412	1129
YBR238C	732	4.62021857923	3382
YBR241C	489	2.10224948875	1028
YBR242W	239	14.9790794979	3580
YBR243C	449	6.81514476615	3060
YBR244W	163	49.6564417178	8094
YBR245C	1130	12.2566371681	13850
YBR246W	388	6.60824742268	2564
YBR247C	484	26.0516528926	12609
YBR248C	553	21.7341772152	12019
YBR249C	371	168.123989218	62374
YBR251W	308	9.8538961039	3035
YBR252W	148	66.4189189189	9830
YBR253W	122	10.7295081967	1309
YBR254C	176	12.5056818182	2201
YBR255W	695	1.34532374101	935
YBR256C	239	16.6234309623	3973
YBR257W	280	6.56785714286	1839
YBR258C	143	4.58041958042	655
YBR260C	667	5.92203898051	3950
YBR261C	233	33.9055793991	7900
YBR262C	107	12.9719626168	1388
YBR263W	491	70.549898167	34640
YBR264C	200	10.055	2011
YBR265W	321	15.0062305296	4817
YBR267W	394	19.6116751269	7727
YBR268W	106	25.3018867925	2682
