Gene	Length(codons)	Average reads (per codon)	Sum of reads
YAL007C	216	52.8148148148	11408
YAL008W	199	15.2412060302	3033
YAL009W	260	3.47692307692	904
YAL010C	494	2.37449392713	1173
YAL012W	395	372.784810127	147250
YAL013W	406	9.19458128079	3733
YAL014C	256	7.67578125	1965
YAL015C	400	2.86	1144
YAL016W	636	39.0770440252	24853
YAL017W	1357	2.74207811349	3721
YAL019W	1132	10.4187279152	11794
YAL020C	334	3.60179640719	1203
YAL022C	518	9.34555984556	4841
YAL023C	760	36.5723684211	27795
YAL025C	307	37.6221498371	11550
YAL027W	262	3.0534351145	800
YAL029C	1472	2.90557065217	4277
YAL031C	761	1.8173455979	1383
YAL032C	380	4.95526315789	1883
YAL033W	174	15.7586206897	2742
YAL034W-A	290	3.13448275862	909
YAL036C	370	54.0189189189	19987
YAL038W	501	4371.83233533	2190288
YAL039C	270	10.0	2700
YAL040C	581	2.97074010327	1726
YAL041W	855	6.56959064327	5617
YAL042W	416	36.9086538462	15354
YAL043C	786	8.6475826972	6797
YAL044C	171	153.473684211	26244
YAL044W-A	111	31.990990991	3551
YAL046C	119	20.1428571429	2397
YAL047C	623	2.45104333868	1527
YAL048C	663	2.09653092006	1390
YAL049C	247	24.975708502	6169
YAL051W	1048	3.27385496183	3431
YAL053W	784	9.20025510204	7213
YAL055W	181	4.47513812155	810
YAL056W	881	1.39954597049	1233
YAL058W	503	4.06361829026	2044
YAL059W	213	23.5164319249	5009
YAL060W	383	30.407310705	11646
YAR002C-A	220	72.5	15950
YAR002W	540	19.2888888889	10416
YAR003W	427	3.50117096019	1495
YAR007C	622	21.8488745981	13590
YAR008W	276	5.30434782609	1464
YAR014C	710	9.02253521127	6406
YAR015W	307	54.6449511401	16776
YAR018C	436	4.0252293578	1755
YAR042W	1189	3.49957947855	4161
YBL001C	105	84.5904761905	8882
YBL004W	2494	7.88612670409	19668
YBL005W	977	1.2395087001	1211
YBL006C	181	23.6464088398	4280
YBL007C	1245	31.6803212851	39442
YBL008W	841	2.57312722949	2164
YBL009W	677	6.49187592319	4395
YBL010C	281	5.68327402135	1597
YBL013W	402	1.29850746269	522
YBL014C	895	1.19888268156	1073
YBL015W	527	6.19165085389	3263
YBL016W	354	9.40960451977	3331
YBL019W	521	1.15547024952	602
YBL020W	575	4.55652173913	2620
YBL021C	145	11.2689655172	1634
YBL022C	1134	18.8897707231	21421
YBL023C	869	7.92059838895	6883
YBL024W	685	42.7299270073	29270
YBL025W	146	9.04794520548	1321
YBL028C	107	87.1495327103	9325
YBL029C-A	95	8.22105263158	781
YBL030C	319	158.159874608	50453
YBL031W	339	3.16224188791	1072
YBL032W	382	47.4188481675	18114
YBL033C	346	13.4566473988	4656
YBL034C	1514	2.47357992074	3745
YBL035C	706	7.52124645892	5310
YBL036C	258	38.3604651163	9897
YBL037W	1026	3.38888888889	3477
YBL038W	233	14.1974248927	3308
YBL039W-B	60	2.1	126
YBL041W	242	99.1280991736	23989
YBL042C	640	14.271875	9134
YBL045C	458	26.2903930131	12041
YBL046W	442	5.60633484163	2478
YBL047C	1382	29.5289435601	40809
YBL051C	669	19.9162929746	13324
YBL054W	526	10.6539923954	5604
YBL055C	419	7.34844868735	3079
YBL056W	469	25.0554371002	11751
YBL057C	209	18.0669856459	3776
YBL058W	424	52.4622641509	22244
YBL060W	688	1.8648255814	1283
YBL061C	697	8.65566714491	6033
YBL063W	1112	1.60071942446	1780
YBL064C	262	17.0	4454
YBL067C	748	4.38101604278	3277
YBL068W	327	26.8318042813	8774
YBL071W-A	83	57.2168674699	4749
YBL074C	356	3.07865168539	1096
YBL076C	1073	98.4054054054	105589
YBL078C	118	10.186440678	1202
YBL079W	1503	5.35728542914	8052
YBL086C	467	3.62312633833	1692
YBL089W	460	2.83260869565	1303
YBL090W	178	15.0112359551	2672
YBL091C	422	49.4549763033	20870
YBL092W	131	2753.17557252	360666
YBL093C	221	21.742081448	4805
YBL095W	271	2.05166051661	556
YBL097W	755	2.36556291391	1786
YBL098W	461	6.05422993492	2791
YBL099W	546	116.285714286	63492
YBL101C	1118	2.94454382826	3292
YBL102W	216	21.2361111111	4587
YBL103C	487	5.62217659138	2738
YBL104C	1039	2.18190567854	2267
YBL105C	1152	4.35243055556	5014
YBL106C	1011	1.12462908012	1137
